gencodeId	geneSymbol	chromosome	start	end	strand	tss	description
ENSRNOG00000017150	Med10	1	36107231	36112993	-	36112993	mediator complex subunit 10
ENSRNOG00000043733	AABR07001057.1	1	36180488	36180592	+	36180488	
ENSRNOG00000034075	Ube2ql1	1	36185915	36226276	+	36185915	ubiquitin-conjugating enzyme E2Q family-like 1
ENSRNOG00000017254	Nsun2	1	36295649	36319966	-	36319966	NOP2/Sun RNA methyltransferase 2
ENSRNOG00000017601	Srd5a1	1	36320460	36354756	+	36320460	steroid 5 alpha-reductase 1
ENSRNOG00000052644	AABR07001060.1	1	36350943	36351073	-	36351073	
ENSRNOG00000017613	Tent4a	1	36400442	36433238	+	36400442	terminal nucleotidyltransferase 4A
ENSRNOG00000055880	AABR07001061.1	1	36589270	36683850	+	36589270	
ENSRNOG00000017678	AABR07001064.1	1	36954495	36957300	-	36957300	
ENSRNOG00000058077	AABR07001068.1	1	37059411	37162589	+	37059411	
ENSRNOG00000032150	Adcy2	1	37507275	37698390	+	37507275	adenylate cyclase 2
ENSRNOG00000055957	U6	1	37681258	37681365	+	37681258	U6 spliceosomal RNA
ENSRNOG00000047406	RGD1308544	1	37702040	37726151	-	37726151	LOC361192
ENSRNOG00000027422	Fastkd3	1	37734402	37742932	-	37742932	FAST kinase domains 3
ENSRNOG00000017826	Mtrr	1	37743146	37774015	+	37743146	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
ENSRNOG00000042308	LOC680200	1	37802591	37818879	-	37818879	similar to zinc finger protein 455
ENSRNOG00000058041	U7	1	37822931	37822996	+	37822931	U7 small nuclear RNA
ENSRNOG00000051377	AABR07001099.2	1	37853552	37863756	-	37863756	
ENSRNOG00000059310	U6	1	37865410	37865508	+	37865410	U6 spliceosomal RNA
ENSRNOG00000017963	AABR07001099.1	1	37878515	37886675	-	37886675	zinc finger protein 875
ENSRNOG00000049259	LOC102549842	1	37896779	37957412	-	37957412	zinc finger protein 91-like
ENSRNOG00000016462	LOC102547287	1	37928101	37932084	-	37932084	zinc finger protein 728-like
ENSRNOG00000056694	AABR07001100.1	1	37988254	37990007	-	37990007	
ENSRNOG00000049256	Mir29b-3	1	38238375	38238459	+	38238375	microRNA mir-29b-3
ENSRNOG00000046712	Mir3556b-2	1	38238895	38239002	-	38239002	microRNA mir-3556b-2
ENSRNOG00000054816	AABR07001151.1	1	38428385	38428472	-	38428472	
ENSRNOG00000049881	AABR07001160.1	1	38483873	38486334	-	38486334	
ENSRNOG00000047145	LOC102551340	1	38527518	38538987	-	38538987	zinc finger protein 728-like
ENSRNOG00000046353	LOC501406	1	38582628	38586563	-	38586563	similar to regulator of sex-limitation candidate 1
ENSRNOG00000054466	AABR07001207.1	1	38814642	38835507	-	38835507	
ENSRNOG00000057057	AABR07001210.1	1	38836864	38882496	-	38882496	
ENSRNOG00000053328	AABR07001233.1	1	38895130	39035633	-	39035633	
ENSRNOG00000023081	AABR07001348.1	1	39708716	39710314	-	39710314	
ENSRNOG00000016368	Ppp1r14c	1	39811313	39923057	+	39811313	protein phosphatase 1, regulatory (inhibitor) subunit 14c
ENSRNOG00000016286	Iyd	1	40086469	40101840	+	40086469	iodotyrosine deiodinase
ENSRNOG00000053056	AABR07001358.1	1	40232322	40255707	-	40255707	
ENSRNOG00000016011	Plekhg1	1	40389637	40520447	+	40389637	pleckstrin homology and RhoGEF domain containing G1
ENSRNOG00000019582	Mthfd1l	1	40529044	40719391	+	40529044	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
ENSRNOG00000055235	U1	1	40672830	40672993	+	40672830	U1 spliceosomal RNA
ENSRNOG00000019549	Akap12	1	40816106	40906581	+	40816106	A-kinase anchoring protein 12
ENSRNOG00000019544	Zbtb2	1	40914170	40921508	-	40921508	zinc finger and BTB domain containing 2
ENSRNOG00000019501	Rmnd1	1	40948846	40972826	-	40972826	required for meiotic nuclear division 1 homolog
ENSRNOG00000019489	Armt1	1	40982861	41006371	+	40982861	acidic residue methyltransferase 1
ENSRNOG00000054876	SNORA73	1	41003876	41004005	+	41003876	Small nucleolar RNA SNORA73 family
ENSRNOG00000024280	Ccdc170	1	41034307	41126043	+	41034307	coiled-coil domain containing 170
ENSRNOG00000019358	Esr1	1	41192823	41594111	+	41192823	estrogen receptor 1
ENSRNOG00000057689	AABR07001379.2	1	41324537	41325153	+	41324537	
ENSRNOG00000055223	AABR07001379.1	1	41383909	41384003	-	41384003	
ENSRNOG00000055166	AABR07001382.2	1	41594796	41594799	+	41594796	
ENSRNOG00000018960	AABR07001382.1	1	41608417	42077535	-	42077535	spectrin repeat containing nuclear envelope protein 1
ENSRNOG00000052241	U6	1	41926986	41927090	+	41926986	U6 spliceosomal RNA
ENSRNOG00000018858	Myct1	1	42121635	42131547	+	42121635	myc target 1
ENSRNOG00000053113	AABR07001389.1	1	42133307	42134374	+	42133307	
ENSRNOG00000018808	Vip	1	42169500	42177582	+	42169500	vasoactive intestinal peptide
ENSRNOG00000054156	AABR07001392.1	1	42216725	42233317	+	42216725	
ENSRNOG00000024077	Fbxo5	1	42461290	42467586	-	42467586	F-box protein 5
ENSRNOG00000018773	Mtrf1l	1	42475791	42486035	-	42486035	mitochondrial translational release factor 1-like
ENSRNOG00000059321	AABR07001406.2	1	42477176	42477256	+	42477176	
ENSRNOG00000055161	AABR07001406.1	1	42477398	42477468	+	42477398	
ENSRNOG00000018690	Rgs17	1	42492760	42587721	-	42587721	regulator of G-protein signaling 17
ENSRNOG00000033265	AABR07001408.1	1	42741147	42741551	-	42741551	
ENSRNOG00000059050	AABR07001416.1	1	42967294	42971208	-	42971208	
ENSRNOG00000060413	AABR07001416.3	1	42980622	42981544	-	42981544	
ENSRNOG00000018191	Oprm1	1	43454802	43704948	+	43454802	opioid receptor, mu 1
ENSRNOG00000060991	AABR07001432.2	1	43532901	43533277	-	43533277	
ENSRNOG00000059866	AABR07001432.1	1	43563456	43563998	-	43563998	
ENSRNOG00000018163	Ipcef1	1	43567841	43638161	-	43638161	interaction protein for cytohesin exchange factors 1
ENSRNOG00000055098	AABR07001433.1	1	43662161	43663521	+	43662161	
ENSRNOG00000018052	Cnksr3	1	43789790	43884267	-	43884267	Cnksr family member 3
ENSRNOG00000004144	AABR07001435.1	1	43933274	43934512	-	43934512	
ENSRNOG00000060056	U6	1	43982681	43982777	+	43982681	U6 spliceosomal RNA
ENSRNOG00000016919	Scaf8	1	44019058	44120615	+	44019058	SR-related CTD-associated factor 8
ENSRNOG00000057561	AABR07001444.1	1	44201652	44228243	+	44201652	
ENSRNOG00000016728	Tiam2	1	44311512	44433115	+	44311512	TIAM Rac1 associated GEF 2
ENSRNOG00000056223	Tfb1m	1	44433193	44474674	-	44474674	transcription factor B1, mitochondrial
ENSRNOG00000023531	Cldn20	1	44446764	44447424	+	44446764	claudin 20
ENSRNOG00000016490	Nox3	1	44550993	44615760	-	44615760	NADPH oxidase 3
ENSRNOG00000059546	AABR07001448.1	1	44789373	44835208	+	44789373	
ENSRNOG00000054504	AABR07001452.1	1	45409195	45409764	-	45409764	
ENSRNOG00000053507	AABR07001455.1	1	45621343	45622240	+	45621343	
ENSRNOG00000053052	LOC102548472	1	45821854	45828543	-	45828543	uncharacterized LOC102548472
ENSRNOG00000017030	Arid1b	1	45923221	46234874	+	45923221	AT-rich interaction domain 1B
ENSRNOG00000016973	Tmem242	1	46302969	46329682	-	46329682	transmembrane protein 242
ENSRNOG00000029049	Zdhhc14	1	46378806	46649292	+	46378806	zinc finger DHHC-type palmitoyltransferase 14
ENSRNOG00000058103	AABR07001477.1	1	46740304	46744647	-	46744647	
ENSRNOG00000046874	Snx9	1	46779859	46825830	+	46779859	sorting nexin 9
ENSRNOG00000017114	Synj2	1	46835970	46932529	+	46835970	synaptojanin 2
ENSRNOG00000017889	Serac1	1	46942191	46978261	-	46978261	serine active site containing 1
ENSRNOG00000018007	Gtf2h5	1	46978457	46985032	+	46978457	general transcription factor IIH subunit 5
ENSRNOG00000018012	Tulp4	1	47032112	47127035	+	47032112	TUB like protein 4
ENSRNOG00000045491	5S_rRNA	1	47041988	47042105	+	47041988	5S ribosomal RNA
ENSRNOG00000018158	Tmem181	1	47162393	47202549	+	47162393	transmembrane protein 181
ENSRNOG00000018207	Dynlt1	1	47206894	47213749	-	47213749	dynein light chain Tctex-type 1
ENSRNOG00000018321	Sytl3	1	47231092	47287371	+	47231092	synaptotagmin-like 3
ENSRNOG00000018524	Ezr	1	47287873	47331412	-	47331412	ezrin
ENSRNOG00000058299	U6	1	47365349	47365455	-	47365455	U6 spliceosomal RNA
ENSRNOG00000018762	Rsph3	1	47426257	47477524	-	47477524	radial spoke head 3
ENSRNOG00000018915	Tagap	1	47493993	47502952	-	47502952	T-cell activation RhoGTPase activating protein
ENSRNOG00000058258	AABR07001493.1	1	47513065	47537519	+	47513065	
ENSRNOG00000018935	RGD1560015	1	47587020	47588122	-	47588122	similar to glycoprotein, synaptic 2
ENSRNOG00000030210	Fndc1	1	47605261	47687504	+	47605261	fibronectin type III domain containing 1
ENSRNOG00000054760	AABR07001497.1	1	47702640	47702971	-	47702971	
ENSRNOG00000058069	AABR07001497.2	1	47704676	47725747	+	47704676	
ENSRNOG00000019048	Sod2	1	47914758	47921587	-	47921587	superoxide dismutase 2
ENSRNOG00000019091	Wtap	1	47942499	47967631	+	47942499	WT1 associated protein
ENSRNOG00000019189	Acat2	1	47972398	47992653	+	47972398	acetyl-CoA acetyltransferase 2
ENSRNOG00000013975	Acat2l1	1	47996520	48026268	+	47996520	acetyl-CoA acetyltransferase 2-like 1
ENSRNOG00000014160	Tcp1	1	48026556	48033396	-	48033396	t-complex 1
ENSRNOG00000058152	Snora20	1	48027141	48027271	-	48027271	small nucleolar RNA, H/ACA box 20
ENSRNOG00000051969	AABR07071864.1	1	48030433	48030570	-	48030570	
ENSRNOG00000014582	Mrpl18	1	48033767	48038726	+	48033767	mitochondrial ribosomal protein L18
ENSRNOG00000023140	Pnldc1	1	48039908	48058400	+	48039908	PARN like, ribonuclease domain containing 1
ENSRNOG00000014965	Mas1l	1	48069193	48070536	-	48070536	MAS1 proto-oncogene like, G protein-coupled receptor
ENSRNOG00000014971	Mas1	1	48077032	48108216	+	48077032	MAS1 proto-oncogene, G protein-coupled receptor
ENSRNOG00000014997	Igf2r	1	48176105	48264477	+	48176105	insulin-like growth factor 2 receptor
ENSRNOG00000051780	AC129234.1	1	48200190	48200322	-	48200322	
ENSRNOG00000056441	AC114389.2	1	48266174	48268053	-	48268053	
ENSRNOG00000016337	Slc22a1	1	48273610	48300655	+	48273610	solute carrier family 22 member 1
ENSRNOG00000016625	Slc22a2	1	48317994	48360261	-	48360261	solute carrier family 22 member 2
ENSRNOG00000053944	AC114389.1	1	48319521	48323700	+	48319521	
ENSRNOG00000022946	Slc22a3	1	48433078	48521256	+	48433078	solute carrier family 22 member 3
ENSRNOG00000017223	Plg	1	48521771	48563776	-	48563776	plasminogen
ENSRNOG00000017412	AABR07001512.1	1	48565159	48565711	-	48565711	
ENSRNOG00000017419	Map3k4	1	48625742	48711642	+	48625742	mitogen activated protein kinase kinase kinase 4
ENSRNOG00000059864	Gm24794	1	48643705	48643840	-	48643840	predicted gene, 24794
ENSRNOG00000055981	AABR07001516.1	1	48683734	48685011	-	48685011	
ENSRNOG00000017731	Agpat4	1	48719632	48825364	-	48825364	1-acylglycerol-3-phosphate O-acyltransferase 4
ENSRNOG00000054620	AC135026.1	1	48880110	48891130	-	48891130	
ENSRNOG00000055141	AABR07001518.1	1	49132367	49134065	+	49132367	
ENSRNOG00000055547	AABR07001519.1	1	49290111	49844547	-	49844547	
ENSRNOG00000044833	5S_rRNA	1	49487969	49487998	+	49487969	5S ribosomal RNA
ENSRNOG00000048297	LOC108348175	1	50828133	51052340	+	50828133	protein quaking-like
ENSRNOG00000060475	AABR07001555.1	1	51525067	51525579	-	51525579	
ENSRNOG00000017367	Pabpc6	1	51619874	51622942	+	51619874	poly(A) binding protein, cytoplasmic 6
ENSRNOG00000049044	AABR07001561.1	1	51840125	51840208	-	51840208	
ENSRNOG00000011243	MGC94891	1	52330442	52354175	-	52354175	hypothetical protein LOC681210
ENSRNOG00000011310	Pde10a	1	52360295	52544450	-	52544450	phosphodiesterase 10A
ENSRNOG00000012229	Tbxt	1	52887066	52894832	-	52894832	T-box transcription factor T
ENSRNOG00000024172	T2	1	52907434	52962388	-	52962388	brachyury 2
ENSRNOG00000024149	Prr18	1	52991286	52992213	-	52992213	proline rich 18
ENSRNOG00000024140	Sft2d1	1	52998528	53014466	-	53014466	SFT2 domain containing 1
ENSRNOG00000012415	Mpc1	1	53026607	53038229	-	53038229	mitochondrial pyruvate carrier 1
ENSRNOG00000012964	Ccr6	1	53065024	53087474	-	53087474	C-C motif chemokine receptor 6
ENSRNOG00000055093	Fgfr1op	1	53122321	53152866	-	53152866	centrosomal protein 43
ENSRNOG00000013190	Rnaset2	1	53174878	53192048	+	53174878	ribonuclease T2
ENSRNOG00000057484	AABR07001573.2	1	53220396	53284319	+	53220396	
ENSRNOG00000052521	AABR07001573.1	1	53236649	53236764	-	53236764	
ENSRNOG00000013194	Rps6ka2	1	53360156	53499445	+	53360156	ribosomal protein S6 kinase A2
ENSRNOG00000060227	U6	1	53434961	53435066	-	53435066	U6 spliceosomal RNA
ENSRNOG00000039255	Gpr31	1	53519828	53520788	-	53520788	G protein-coupled receptor 31
ENSRNOG00000013374	Tcp10b	1	53531075	53554113	+	53531075	t-complex protein 10b
ENSRNOG00000033901	Ttll2	1	53561217	53563032	-	53563032	tubulin tyrosine ligase like 2
ENSRNOG00000047027	Unc93a	1	53573127	53589844	-	53589844	unc-93 homolog A
ENSRNOG00000053284	U1	1	53584247	53584410	-	53584410	U1 spliceosomal RNA
ENSRNOG00000023753	Afdn	1	53715692	53802658	-	53802658	afadin, adherens junction formation factor
ENSRNOG00000051938	AABR07001591.1	1	53841652	53844518	+	53841652	
ENSRNOG00000058564	AABR07001592.2	1	53874859	53892369	+	53874859	
ENSRNOG00000056439	U6	1	53939947	53940051	-	53940051	U6 spliceosomal RNA
ENSRNOG00000054756	AABR07001592.1	1	53982940	53983745	+	53982940	
ENSRNOG00000052956	U6	1	54029415	54029520	+	54029415	U6 spliceosomal RNA
ENSRNOG00000059551	RGD1560718	1	54034173	54036068	-	54036068	similar to putative protein kinase
ENSRNOG00000051553	LOC103690980	1	54062185	54063901	+	54062185	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter 1-like
ENSRNOG00000059913	AABR07001599.1	1	54126215	54127569	-	54127569	
ENSRNOG00000055136	AABR07001610.1	1	54223576	54287747	-	54287747	
ENSRNOG00000053004	LOC102551080	1	54297867	54300583	+	54297867	uncharacterized LOC102551080
ENSRNOG00000061719	AABR07001623.1	1	54324891	54325372	+	54324891	
ENSRNOG00000060438	AABR07001634.1	1	54439976	54441579	-	54441579	
ENSRNOG00000055577	AABR07001640.1	1	54499774	54506755	-	54506755	zinc finger SWIM domain-containing protein 5-like
ENSRNOG00000046250	LOC100911027	1	54719970	54748763	-	54748763	protein MAL2-like
ENSRNOG00000052093	Smok2a	1	54852536	54854353	-	54854353	sperm motility kinase 2A
ENSRNOG00000054056	AABR07001662.1	1	54879970	54883562	-	54883562	
ENSRNOG00000030145	RGD1561667	1	55219772	55221609	+	55219772	similar to putative protein kinase
ENSRNOG00000055830	AABR07001700.1	1	55298756	55436914	-	55436914	
ENSRNOG00000052700	AABR07001699.1	1	55356074	55360127	-	55360127	
ENSRNOG00000059261	AABR07001700.2	1	55375766	55380487	-	55380487	
ENSRNOG00000057320	Y_RNA	1	55623848	55623960	-	55623960	Y RNA
ENSRNOG00000054834	AABR07001734.1	1	55707397	55754357	+	55707397	
ENSRNOG00000013671	Vom2r9	1	55862060	55895636	-	55895636	vomeronasal 2 receptor, 9
ENSRNOG00000022921	Dact2	1	56159425	56168351	-	56168351	dishevelled-binding antagonist of beta-catenin 2
ENSRNOG00000014166	Smoc2	1	56242345	56374120	+	56242345	SPARC related modular calcium binding 2
ENSRNOG00000061057	AABR07001762.1	1	56538963	56541508	-	56541508	
ENSRNOG00000010529	Thbs2	1	56653937	56683731	-	56683731	thrombospondin 2
ENSRNOG00000058989	AABR07001764.1	1	56732565	56746083	-	56746083	
ENSRNOG00000061383	U7	1	56774826	56774889	-	56774889	U7 small nuclear RNA
ENSRNOG00000015609	Wdr27	1	56808449	56942556	-	56942556	WD repeat domain 27
ENSRNOG00000059948	SNORD115	1	56860066	56860144	-	56860144	Small nucleolar RNA SNORD115
ENSRNOG00000055517	SNORD115	1	56862957	56863036	-	56863036	Small nucleolar RNA SNORD115
ENSRNOG00000053938	SNORD115	1	56864796	56864874	-	56864874	Small nucleolar RNA SNORD115
ENSRNOG00000058803	SNORD115	1	56872994	56873072	-	56873072	Small nucleolar RNA SNORD115
ENSRNOG00000060933	SNORD115	1	56875233	56875310	-	56875310	Small nucleolar RNA SNORD115
ENSRNOG00000051787	SNORD115	1	56880543	56880620	-	56880620	Small nucleolar RNA SNORD115
ENSRNOG00000015597	LOC100125364	1	56949711	56952431	+	56949711	hypothetical protein LOC100125364
ENSRNOG00000061312	Phf10	1	56952701	56967895	-	56967895	PHD finger protein 10
ENSRNOG00000015293	Tcte3	1	56970653	56982642	-	56982642	dynein light chain Tctex-type 2
ENSRNOG00000015230	Ermard	1	56982820	57001665	+	56982820	ER membrane-associated RNA degradation
ENSRNOG00000059984	Dll1	1	57318707	57327379	-	57327379	delta like canonical Notch ligand 1
ENSRNOG00000058790	Fam120b	1	57345576	57392113	+	57345576	family with sequence similarity 120B
ENSRNOG00000001488	Psmb1	1	57470631	57489727	-	57489727	proteasome 20S subunit beta 1
ENSRNOG00000001489	Tbp	1	57491642	57508449	+	57491642	TATA box binding protein
ENSRNOG00000001490	Pdcd2	1	57512967	57518458	-	57518458	programmed cell death 2
ENSRNOG00000021493	Prdm9	1	57533576	57555048	-	57555048	PR/SET domain 9
ENSRNOG00000056729	AABR07001780.1	1	57666863	57667632	+	57666863	
ENSRNOG00000014434	Chd1	1	57692835	57755485	+	57692835	chromodomain helicase DNA binding protein 1
ENSRNOG00000048190	Rgmb	1	57796708	57815038	-	57815038	repulsive guidance molecule BMP co-receptor b
ENSRNOG00000052286	AABR07001799.1	1	57999494	58094608	+	57999494	
ENSRNOG00000061593	AABR07001807.2	1	58335056	58335196	+	58335056	
ENSRNOG00000056478	AABR07001807.1	1	58339946	58345450	-	58345450	
ENSRNOG00000057242	U6	1	58787376	58787483	+	58787376	U6 spliceosomal RNA
ENSRNOG00000012692	Riok2	1	59129950	59146776	+	59129950	RIO kinase 2
ENSRNOG00000012988	Lix1	1	59156250	59214452	+	59156250	limb and CNS expressed 1
ENSRNOG00000047387	Lnpep	1	59297293	59347472	-	59347472	leucyl and cystinyl aminopeptidase
ENSRNOG00000035654	Mir99b	1	59704215	59704285	+	59704215	microRNA 99b
ENSRNOG00000035453	Mir3596c	1	59704371	59704488	-	59704488	microRNA 3596c
ENSRNOG00000035572	Mir125a	1	59704826	59704911	+	59704826	microRNA 125a
ENSRNOG00000039076	Spaca6	1	59704997	59715763	+	59704997	sperm acrosome associated 6
ENSRNOG00000010994	Has1	1	59720611	59732409	-	59732409	hyaluronan synthase 1
ENSRNOG00000011174	Fpr1	1	59765834	59767042	+	59765834	formyl peptide receptor 1
ENSRNOG00000060169	U6	1	59770115	59770222	+	59770115	U6 spliceosomal RNA
ENSRNOG00000042605	Fpr2	1	59800983	59802401	-	59802401	formyl peptide receptor 2
ENSRNOG00000045732	Fpr-rs3	1	59902307	59903339	-	59903339	formyl peptide receptor, related sequence 3
ENSRNOG00000052154	Vom1r6	1	60044984	60045881	+	60044984	vomeronasal 1 receptor 6
ENSRNOG00000061043	Vom1r7	1	60087494	60088406	-	60088406	vomeronasal 1 receptor 7
ENSRNOG00000011234	LOC690283	1	60106033	60107039	+	60106033	similar to TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor
ENSRNOG00000051757	Vom1r8	1	60117803	60118715	+	60117803	vomeronasal 1 receptor 8
ENSRNOG00000054409	Vom1r9	1	60248694	60249645	+	60248694	vomeronasal 1 receptor 9
ENSRNOG00000052260	Vom1r10	1	60280450	60281386	-	60281386	vomeronasal 1 receptor 10
ENSRNOG00000060271	Vom1r11	1	60331978	60332899	-	60332899	vomeronasal 1 receptor 11
ENSRNOG00000055538	Vom1r12	1	60406374	60407295	-	60407295	vomeronasal 1 receptor 12
ENSRNOG00000056833	LOC108348087	1	60516994	60517915	-	60517915	vomeronasal type-1 receptor 4-like
ENSRNOG00000047498	Vom1r15	1	60633625	60634546	-	60634546	vomeronasal 1 receptor 15
ENSRNOG00000011282	Ppp2r1a	1	60717385	60736609	+	60717385	protein phosphatase 2 scaffold subunit A alpha
ENSRNOG00000050623	Vom1r-ps112	1	60827312	60828260	-	60828260	vomeronasal 1 receptor pseudogene 112
ENSRNOG00000060596	AABR07001880.1	1	60846651	60847587	-	60847587	vomeronasal 1 receptor pseudogene 21
ENSRNOG00000059492	LOC100365363	1	60884760	60894948	+	60884760	vomeronasal 1 receptor, F4-like
ENSRNOG00000032996	Vom1r19	1	61095170	61096112	+	61095170	vomeronasal 1 receptor 19
ENSRNOG00000028807	Vom1r20	1	61132817	61133726	+	61132817	vomeronasal 1 receptor 20
ENSRNOG00000060716	AABR07001888.1	1	61219350	61220289	+	61219350	
ENSRNOG00000052406	LOC102552527	1	61268247	61276755	+	61268247	zinc finger protein 420-like
ENSRNOG00000051578	Zfp54	1	61314069	61326280	+	61314069	zinc finger protein 54
ENSRNOG00000042347	AABR07001896.1	1	61374378	61377590	+	61374378	
ENSRNOG00000042826	Zfp52	1	61382117	61426320	+	61382117	zinc finger protein 52
ENSRNOG00000060256	RNaseP_nuc	1	61398147	61398383	-	61398383	Nuclear RNase P
ENSRNOG00000058436	LOC108348215	1	61445671	61509765	+	61445671	zinc finger protein 420-like
ENSRNOG00000043341	Zfp51	1	61522297	61533178	+	61522297	zinc finger protein 51
ENSRNOG00000042547	AABR07001902.1	1	61553448	61553970	+	61553448	similar to 60S ribosomal protein L18a
ENSRNOG00000025949	Vom1r22	1	61625440	61626454	-	61626454	vomeronasal 1 receptor 22
ENSRNOG00000047128	Vom1r23	1	61685996	61686944	-	61686944	vomeronasal 1 receptor 23
ENSRNOG00000058030	AABR07001905.2	1	61733804	61740311	+	61733804	similar to Zinc finger protein 208
